axis,n_cells,n_human_trials,human_mean_abs_shift,human_mean_signed_shift,Qwen 2.5 32B,Gemma 4 31B,Llama 3.1 8B,Dot-Product (rule)
authority_signal,2,50,0.18055555555555555,0.18055555555555555,0.0957894736842105,0.1789473684210526,0.0326315789473684,0.3410526315789474
self_preservation,2,36,0.10069444444444445,0.10069444444444445,0.1284210526315789,0.1389473684210526,0.0284210526315789,0.1610526315789473
social_visibility,1,18,0.06597222222222221,-0.06597222222222221,0.0421052631578947,0.0568421052631578,0.0189473684210526,0.2463157894736842
time_pressure,1,18,0.1111111111111111,-0.1111111111111111,0.0505263157894736,0.0547368421052631,0.0231578947368421,0.0947368421052631
in_out_group,1,32,0.21180555555555558,-0.21180555555555558,0.0473684210526315,0.0621052631578947,0.0189473684210526,0.2631578947368421
competence_uncertainty,1,32,0.10069444444444445,0.10069444444444445,0.0631578947368421,0.0673684210526315,0.0168421052631578,0.2189473684210526
diffused_responsibility,1,32,0.02083333333333337,0.02083333333333337,0.051578947368421,0.0768421052631578,0.0136842105263157,0.0589473684210526
resource_scarcity,1,32,0.16319444444444442,-0.16319444444444442,0.0473684210526315,0.0778947368421052,0.0094736842105263,0.2105263157894736
