participant_id,theme_id,scenario_id,axis,modifier_text,mapped_modifier,method,score
P_F2_36231,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_69719,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_69719,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_69719,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_69719,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_69719,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_44103,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_44103,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_44103,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_44103,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_44103,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_11942,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_11942,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_11942,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_11942,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_11942,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_92706,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_92706,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_92706,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_92706,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_92706,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_89514,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_89514,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_89514,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_89514,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_89514,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_40527,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_40527,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_40527,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_40527,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_40527,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_19613,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_19613,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_19613,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_19613,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_19613,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_61972,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_61972,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_61972,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_61972,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_61972,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_70041,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_70041,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_70041,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_70041,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_70041,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_54093,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_54093,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_54093,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_54093,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_54093,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_17573,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_17573,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_17573,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_17573,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_17573,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_16888,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_16888,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_16888,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_16888,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_16888,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_62759,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_62759,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_62759,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_62759,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_62759,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_35956,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_35956,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_35956,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_35956,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_35956,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_85147,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_85147,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_85147,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_85147,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_85147,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_39338,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_39338,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_39338,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_39338,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_39338,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_11289,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_11289,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_11289,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_11289,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_11289,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_17614,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_17614,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_17614,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_17614,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_17614,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_64601,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_64601,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_64601,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_64601,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_64601,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_35760,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_35760,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_35760,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_35760,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_35760,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_94067,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_94067,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_94067,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_94067,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_94067,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_39862,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_39862,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_39862,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_39862,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_39862,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_98565,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_98565,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_98565,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_98565,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_98565,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_82490,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_82490,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_82490,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_82490,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_82490,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_98886,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_98886,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_98886,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_98886,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_98886,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_13024,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_13024,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_13024,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_13024,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_13024,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_70814,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_70814,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_70814,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_70814,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_70814,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_46413,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_46413,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_46413,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_46413,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_46413,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_32604,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_32604,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_32604,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_32604,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_32604,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_84285,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_84285,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_84285,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_84285,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_84285,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_63656,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_63656,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_63656,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_63656,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_63656,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_83207,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_83207,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_83207,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_83207,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_83207,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_37180,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_37180,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_37180,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_37180,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_37180,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_12078,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_12078,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_12078,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_12078,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_12078,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_15746,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_15746,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_15746,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_15746,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_15746,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_91808,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_91808,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_91808,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_91808,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_91808,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_27136,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_27136,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_27136,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_27136,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_27136,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_89420,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_89420,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_89420,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_89420,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_89420,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_71634,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_71634,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_71634,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_71634,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_71634,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_27086,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_27086,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_27086,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_27086,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_27086,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_77219,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_77219,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_77219,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_77219,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_77219,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_24528,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_24528,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_24528,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_24528,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_24528,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
P_F2_51230,SC001,SC001_1,time_pressure,,MOD_SC001_1_05,scenario_axis,1.0
P_F2_51230,SC002,SC002_1,diffused_responsibility,,MOD_SC002_1_06,scenario_axis,1.0
P_F2_51230,SC003,SC003_1,competence_uncertainty,,MOD_SC003_1_07,scenario_axis,1.0
P_F2_51230,SC004,SC004_1,authority_signal,,MOD_SC004_1_08,scenario_axis,1.0
P_F2_51230,SC005,SC005_1,self_preservation,,MOD_SC005_1_01,scenario_axis,1.0
